8.532327e-01	-7.710152e-01	8.532327e-01	1.552244e-04	8.830152e-04	2.396359e-05	5.803549e-04	1.690364e-04	4.727507e-05	3.870879e-04	2.043065e-04	1.542471e-04	1.749838e-04	1.804052e-04	6.230881e-05	1.659251e-04	1.249212e-04	3.226057e-04	2.994739e-04	1.836568e-03	1.383152e-04	1.232346e-03	1.425642e-04	5.515325e-05	7.763721e-04	4.821201e-05	6.545015e-05	1.623283e-05	8.434906e-05	5.339582e-04	2.579940e-04	1.499986e-05	
1.607590e-09	1.005588e+00	1.607590e-09	3.834955e-04	1.231687e-04	2.043873e-05	8.231510e-05	8.923687e-04	2.480725e-05	5.877194e-04	1.343577e-03	2.399471e-04	2.506286e-04	6.267881e-04	8.468908e-05	4.800162e-04	1.164067e-03	2.002740e-04	5.225619e-04	8.485157e-05	1.940842e-04	3.564646e-03	7.346502e-04	9.352005e-06	1.935792e-03	1.072362e-04	3.317822e-04	2.742246e-04	4.170117e-04	1.589862e-03	1.861927e-03	1.884578e-06	
6.527241e-01	-4.564981e-01	6.527241e-01	1.583637e-04	9.639297e-05	1.966998e-06	2.005187e-04	3.413076e-04	8.279041e-04	8.988721e-05	4.632621e-04	9.858885e-04	2.713754e-04	4.142426e-04	5.464373e-04	5.763644e-05	7.062004e-04	8.215183e-04	5.263143e-04	6.632594e-05	1.236405e-04	5.340564e-04	1.714052e-04	1.263619e-05	4.870145e-04	1.602658e-04	2.250591e-04	5.797395e-05	4.405651e-04	3.823273e-04	2.651455e-04	2.336593e-05	
4.527373e-01	-1.216122e-01	4.527373e-01	9.355081e-05	1.945448e-04	1.069874e-03	5.447038e-04	8.104631e-04	3.703965e-04	1.378986e-04	2.754967e-04	1.076874e-04	1.377419e-04	1.291494e-04	7.963876e-04	2.885572e-04	2.628283e-04	1.031037e-04	4.772038e-04	4.547250e-04	4.872431e-04	2.043128e-04	1.558181e-03	2.562438e-04	6.894132e-05	3.359279e-04	2.408936e-04	7.348385e-04	1.296461e-04	2.768305e-04	5.799772e-04	8.338055e-05	
6.185326e-01	-1.240819e-01	6.185326e-01	6.658986e-05	8.470957e-05	9.565011e-05	1.264572e-03	8.699556e-04	3.157255e-04	1.118926e-04	5.537642e-04	1.690873e-04	1.777826e-04	4.134949e-04	5.993669e-04	8.434655e-05	1.794266e-04	7.140165e-04	5.263268e-04	1.470813e-03	1.190776e-03	6.297226e-05	1.206403e-03	3.369663e-05	6.397426e-04	1.402610e-04	2.109938e-04	7.602690e-04	1.829153e-04	1.106812e-03	5.609962e-05	1.264126e-06	
8.235918e-01	-4.608298e-01	8.235918e-01	2.954353e-03	2.346100e-04	1.047777e-04	5.186396e-04	1.199382e-04	3.881881e-05	1.957736e-04	3.051843e-04	1.102120e-03	2.585819e-04	1.152802e-04	5.362853e-04	1.898748e-04	1.900301e-04	1.078898e-03	7.636828e-04	7.894104e-05	1.344850e-03	5.126959e-04	1.124166e-04	6.447657e-05	8.034614e-04	1.417677e-03	3.236277e-04	2.428444e-05	1.146064e-05	7.940264e-05	2.411505e-03	2.097501e-04	
4.094762e-01	2.422182e-01	4.094762e-01	1.480118e-04	6.922922e-05	7.951148e-04	5.676979e-04	9.048904e-04	1.708210e-04	2.879139e-04	1.824288e-04	8.675078e-04	1.769368e-04	2.488609e-04	5.981264e-04	8.412408e-04	1.202323e-04	8.698490e-04	3.011255e-04	1.235594e-04	2.462894e-05	1.158497e-03	1.321479e-04	4.594604e-05	5.540675e-04	1.249121e-04	3.785627e-04	2.585731e-04	1.083892e-04	2.966640e-04	1.973129e-04	1.353261e-05	
2.584421e-01	2.458510e-01	2.584421e-01	2.187948e-03	1.728445e-04	9.296576e-05	2.085910e-04	7.867453e-04	5.757700e-04	8.915248e-05	2.039472e-04	4.724745e-04	2.669451e-04	4.879544e-04	5.842262e-04	9.965441e-05	1.328699e-03	1.016210e-03	4.748553e-04	2.530715e-03	4.379890e-06	8.073335e-04	5.465438e-05	1.054284e-03	5.076614e-05	9.134360e-05	1.731862e-04	2.491479e-05	4.196420e-04	1.109013e-03	2.792745e-04	2.323330e-05	
1.824155e-01	6.716644e-01	1.824155e-01	2.188076e-03	1.024927e-04	1.216079e-04	2.753704e-04	9.898243e-05	1.688458e-04	3.913749e-04	1.065599e-03	1.553486e-04	3.457981e-04	4.998517e-04	1.025937e-04	1.181022e-04	1.815010e-04	7.552613e-04	2.406236e-04	1.703078e-04	1.417274e-04	1.139095e-03	7.803832e-04	1.913125e-04	7.946449e-04	5.236899e-04	2.103895e-04	1.627220e-05	8.428131e-05	4.638231e-04	1.066617e-03	6.419189e-05	
8.576578e-02	6.737490e-01	8.576578e-02	1.516178e-04	2.746050e-05	7.130589e-05	1.829591e-04	9.114255e-04	8.471858e-04	3.082860e-08	1.190946e-03	9.532646e-04	4.540862e-04	7.969184e-04	5.547855e-04	1.793252e-04	2.749482e-04	5.052485e-04	3.204127e-04	1.956231e-03	1.714428e-03	6.168632e-04	1.360227e-04	1.953342e-04	3.928519e-04	5.159320e-04	2.073479e-04	2.606787e-04	1.199781e-04	1.572765e-04	2.429226e-04	5.542414e-06	
