8.523100e-01	-7.704557e-01	8.523100e-01	8.811344e-04	1.021992e-03	1.324156e-03	5.595742e-06	4.353618e-04	8.427058e-04	8.350093e-04	5.341293e-04	3.442789e-03	7.630197e-05	3.883938e-04	3.089314e-05	2.457229e-04	6.394795e-04	1.192469e-04	9.274995e-05	7.954284e-04	2.771030e-04	7.869451e-04	3.907460e-04	2.178616e-04	1.594389e-04	7.286516e-04	4.120784e-05	7.187855e-04	1.060647e-04	4.101237e-05	5.908765e-04	1.071936e-03	
2.403083e-06	1.003083e+00	2.403083e-06	1.756848e-04	1.530530e-04	7.469784e-04	2.313792e-04	1.808275e-03	1.122713e-04	9.480702e-04	3.121088e-04	2.435285e-04	2.410483e-04	1.631210e-03	1.376437e-04	1.113078e-03	2.331279e-05	1.163529e-04	1.142349e-04	3.586515e-04	2.757115e-04	5.138647e-04	1.565566e-03	5.692707e-05	8.393435e-05	1.075200e-03	3.063418e-04	5.441636e-04	4.358108e-04	2.536061e-04	1.284725e-03	7.705181e-05	
8.234880e-01	-4.585379e-01	8.234880e-01	4.035902e-04	2.187174e-03	4.355634e-05	1.629285e-04	6.455865e-04	8.882542e-04	2.310012e-04	1.501456e-04	1.623289e-04	2.563787e-04	6.894873e-04	1.051709e-03	1.169682e-03	2.671100e-04	1.819713e-04	2.964182e-04	2.132320e-04	4.117794e-04	3.491448e-04	1.539732e-03	6.189633e-05	4.605285e-04	2.116613e-04	1.670669e-03	6.433900e-04	1.929196e-05	9.045470e-04	8.108180e-04	1.083178e-03	
6.186326e-01	-1.253728e-01	6.186326e-01	7.600965e-04	1.565385e-03	1.096670e-03	1.880640e-04	5.081064e-04	9.949840e-04	1.605429e-03	7.995987e-05	1.456769e-04	6.777458e-05	1.395516e-03	5.178938e-04	2.061207e-04	2.669527e-04	1.504025e-04	4.205985e-05	7.705153e-04	1.015828e-04	2.162279e-03	1.415405e-04	5.607211e-05	8.936451e-05	1.083134e-03	3.334451e-04	2.339078e-05	1.579159e-04	2.346594e-04	5.977660e-04	3.351436e-04	
6.529059e-01	-4.554829e-01	6.529059e-01	6.941193e-05	1.497898e-03	1.519562e-04	2.452189e-04	4.573219e-05	1.868528e-04	1.869464e-03	1.205022e-04	1.720367e-04	2.687671e-04	4.225698e-05	5.293808e-04	2.478527e-04	5.952682e-05	5.973145e-05	4.631325e-05	2.640902e-04	6.438067e-04	5.850097e-04	8.964277e-05	1.233228e-03	7.376340e-05	3.098124e-04	3.968953e-04	6.594169e-04	5.666247e-06	8.853461e-04	1.387136e-03	2.601824e-03	
4.529420e-01	-1.207517e-01	4.529420e-01	5.403871e-04	1.438980e-03	8.136169e-04	1.723078e-04	1.043215e-04	1.488545e-05	1.574362e-03	6.135967e-04	3.368327e-03	2.331342e-04	1.168580e-03	1.521962e-04	8.697529e-04	1.902381e-04	1.167236e-04	1.592179e-04	3.136670e-04	2.888525e-04	5.450451e-04	3.168623e-05	8.052813e-05	8.918528e-05	1.122959e-03	2.384876e-04	7.542414e-04	1.393841e-04	4.412731e-05	3.474042e-04	3.281774e-04	
4.100255e-01	2.364752e-01	4.100255e-01	1.627561e-04	2.199875e-03	1.066117e-03	1.776764e-04	2.932124e-05	1.008006e-03	2.062986e-03	6.687457e-04	2.091490e-04	8.007921e-05	4.791391e-04	1.112821e-04	2.073499e-04	1.480115e-04	1.243913e-03	6.772380e-05	7.741263e-04	2.975947e-04	2.489490e-04	1.560784e-03	1.255898e-03	6.184282e-05	1.252833e-04	7.551715e-05	3.535863e-04	1.572870e-04	2.529649e-03	4.515528e-05	7.080990e-04	
2.574135e-01	2.459907e-01	2.574135e-01	1.536403e-04	1.426356e-03	1.869429e-04	1.861498e-04	2.286509e-05	1.100746e-03	2.049290e-03	5.174588e-05	1.297402e-04	2.300620e-04	1.653791e-03	1.722643e-04	8.852388e-04	2.002570e-04	1.422986e-04	1.194475e-04	1.125951e-03	4.127838e-04	5.686462e-04	4.682672e-04	1.958752e-04	4.624830e-04	5.039001e-05	2.846532e-04	1.825497e-05	6.627003e-05	2.637413e-04	2.847968e-03	9.816249e-04	
1.824151e-01	6.717029e-01	1.824151e-01	7.169779e-04	7.976170e-04	3.975948e-04	2.033611e-05	2.546633e-04	5.694773e-05	8.825779e-04	1.461110e-04	1.903381e-05	2.406842e-04	4.064529e-04	4.023250e-04	8.051845e-05	2.904629e-04	1.175190e-04	2.939284e-05	2.805061e-04	9.947849e-05	4.726231e-04	1.689304e-03	4.477743e-04	8.229689e-05	1.827269e-03	3.515295e-04	6.481599e-04	5.600251e-05	4.980532e-04	7.526540e-04	5.414186e-04	
8.496503e-02	6.734158e-01	8.496503e-02	1.606542e-04	7.494184e-04	3.914851e-04	3.354616e-04	1.039862e-04	1.849292e-05	1.821725e-03	6.573628e-05	1.588964e-04	4.396526e-04	4.064529e-04	2.621516e-04	6.327081e-05	1.857766e-04	3.107780e-04	2.817598e-04	4.624296e-04	9.401532e-05	5.897862e-04	1.868432e-03	4.477743e-04	8.225928e-04	1.142316e-03	6.016112e-04	3.394788e-05	1.579007e-04	1.288268e-04	8.717632e-04	4.482581e-04	
